"customer","promoType","promoDescription","startDate","endDate","vlMarketingNum","marketingNum","status","forecast","actual"
"AAFES","BER","t","10/14/2015","10/15/2015","R883662","","approved","0","0"
"Walmart.com","PP","Retail Ad","9/23/2013","9/16/2014","R883PP3","308PP87","accepted","347","1043"
"Frys Electronics","COOP","Retail Ad 9D","3/28/2015","6/19/2016","R885PP726","183COOP504","accepted","346","1101"
"Amazon","COOP","9D @ $68","8/2/2013","9/6/2014","R887BER958","31COOP540","running","641","1881"
"Best Buy.com","PP","Retail","11/30/2011","10/20/2012","R888PP73","658PP350","POP","974","259"
"AAFES","BER","Description","3/8/2010","6/9/2011","R889PP141","137COOP256","approved","250","732"
"Amazon Canada","BER","Retail Ad 9D","8/29/2012","9/19/2013","R88BER268","331PP673","accepted","672","285"
"Kohls","BER","Retail","7/26/2012","8/18/2013","R88BER606","783PP849","archived","777","1910"
"Ingram Micro","BER","9D @ $68","7/29/2011","8/19/2012","R88BER753","536PP601","POP","660","609"
"HSN Direct International","COOP","Retail","1/6/2015","5/8/2016","R88COOP321","267BER538","rejected","264","120"
"Ingram Micro","PP","Description","1/10/2015","5/10/2016","R891BER766","538PP527","POP","479","1596"
"Sears Holdings/Kmart","COOP","Retail Ad 9D","10/6/2015","10/8/2016","R891COOP544","931COOP819","approved","858","1753"
"Ingram Micro","PP","Retail Ad","7/14/2013","8/12/2014","R891COOP567","546BER101","accepted","991","1987"
"Sears Holdings","BER","Retail Ad 9D","12/15/2012","11/12/2013","R894PP653","392PP839","accepted","688","1054"
"PriceSmart","COOP","9D @ $68","3/25/2013","6/17/2014","R897BER129","867COOP86","POP","516","1540"
"Kohls","COOP","Retail Ad","5/19/2010","7/14/2011","R899BER35","883COOP410","approved","830","716"
"Walmart.com","PP","Retail Ad 9D","2/7/2013","6/8/2014","R899BER599","628PP159","approved","979","1070"
"Tiger Direct","COOP","Retail Ad","12/28/2011","11/19/2012","R899COOP44","277COOP187","POP","340","812"
"Ingram Micro","BER","Retail Ad 9D","3/22/2011","6/16/2012","R899COOP702","858COOP304","rejected","477","664"
"Sears Holdings/Kmart","COOP","Retail Ad","11/13/2016","10/11/2017","R899PP273","141BER655","running","268","1081"
"BJs Wholesale Club","COOP","Retail","10/15/2015","10/12/2016","R899PP749","107PP31","approved","359","1778"
"Sears Holdings/Kmart","PP","9D @ $68","2/31/2016","6/20/2017","R8BER844","931PP199","approved","866","1480"
"Frys Electronics","COOP","Retail Ad 9D","5/15/2012","7/12/2013","R903PP777","160PP807","POP","969","198"
"BJs Wholesale Club","BER","Retail Ad","6/31/2016","8/20/2017","R904COOP462","579PP667","archived","948","1271"
"NEXCOM","PP","Retail Ad 9D","10/27/2014","10/18/2015","R906PP538","383COOP38","accepted","271","1999"
"BJs Wholesale Club","PP","Retail Ad","3/28/2013","6/19/2014","R907COOP153","657BER926","archived","644","1120"
"Synnex Canada","BER","Retail Ad 9D","8/9/2014","9/9/2015","R908COOP247","472COOP843","archived","303","1832"
"Kohls","PP","Retail","11/15/2012","10/12/2013","R909BER741","655COOP414","POP","246","1679"
"Best Buy","COOP","Retail Ad 9D","7/17/2010","8/13/2011","R909COOP823","563COOP469","accepted","723","1609"
"Best Buy.com","PP","9D @ $68","8/27/2014","9/18/2015","R909PP15","393BER389","approved","926","911"
"BJs Wholesale Club","BER","9D @ $68","10/21/2013","10/15/2014","R90PP294","136BER875","approved","543","1326"
"Synnex Canada","PP","Retail","12/6/2016","11/8/2017","R90PP573","258BER956","accepted","869","1793"
"Amazon","BER","Retail Ad 9D","11/26/2016","10/18/2017","R90PP774","816PP195","accepted","966","1549"
"NEXCOM","PP","Retail","3/20/2015","6/15/2016","R910PP363","244COOP226","POP","865","639"
"Best Buy","PP","Retail","9/23/2013","9/16/2014","R914PP355","313COOP79","accepted","380","1889"
"AAFES","PP","Retail Ad 9D","11/10/2016","10/10/2017","R916PP2","84BER506","archived","258","1774"
"NEXCOM","PP","9D @ $68","7/4/2010","8/7/2011","R917PP326","779PP163","rejected","977","1174"
"Ingram Micro","BER","Retail Ad","1/27/2011","5/18/2012","R917PP334","322BER663","accepted","557","1761"
"Target.com","COOP","Retail","11/4/2012","10/7/2013","R917PP974","554PP925","approved","255","1343"
"AAFES","COOP","Retail","9/12/2013","9/11/2014","R918PP918","424COOP904","POP","324","1763"
"NEXCOM","COOP","Retail Ad","3/15/2013","6/12/2014","R919COOP971","455COOP434","running","879","696"
"NEXCOM","BER","Retail Ad","5/5/2015","7/7/2016","R919PP106","234COOP844","approved","964","628"
"Best Buy","COOP","9D @ $68","5/15/2010","7/12/2011","R91PP888","299COOP713","POP","356","1501"
"HSN Direct International","COOP","Description","3/7/2014","6/8/2015","R922COOP808","694COOP656","POP","983","694"
"Tiger Direct","COOP","Description","11/29/2010","10/19/2011","R924PP288","765BER375","approved","753","1672"
"Kohls","COOP","Retail","12/8/2010","11/9/2011","R924PP819","937PP906","archived","311","1480"
"HSN Direct International","BER","9D @ $68","4/21/2016","7/15/2017","R925COOP506","71BER778","accepted","251","827"
"Amazon","COOP","Retail","2/19/2012","6/14/2013","R927COOP413","970COOP495","approved","922","305"
"Best Buy.com","PP","Retail Ad","7/5/2013","8/7/2014","R927PP868","383COOP159","POP","530","959"
"Bluestem Brands","PP","Retail Ad 9D","3/26/2015","6/18/2016","R929PP151","873COOP524","POP","606","1417"
"Frys Electronics","COOP","Description","5/22/2014","7/16/2015","R92PP65","790BER335","accepted","644","1132"
"Bluestem Brands","BER","Retail Ad","10/27/2015","10/18/2016","R931PP516","875PP717","accepted","538","457"
"Frys Electronics","PP","Retail","4/12/2014","7/11/2015","R933COOP154","227PP587","approved","327","613"
"Walmart.com","PP","Description","8/31/2010","9/20/2011","R933PP26","951BER410","accepted","787","794"
"Best Buy","PP","9D @ $68","6/20/2015","8/15/2016","R933PP716","675COOP630","approved","721","1302"
"BJs Wholesale Club","COOP","Retail Ad","4/6/2010","7/8/2011","R934BER258","933PP823","POP","377","1595"
"Best Buy.com","PP","Retail","7/20/2011","8/15/2012","R935PP942","123PP665","approved","663","107"
"PriceSmart","BER","Retail Ad","11/22/2016","10/16/2017","R937COOP187","807PP753","running","661","1346"
"NEXCOM","PP","Description","3/13/2012","6/11/2013","R937PP885","754BER162","approved","711","1700"
"Amazon Canada","PP","Retail","11/1/2014","10/5/2015","R938BER838","577COOP686","running","415","121"
"Target.com","COOP","Retail Ad 9D","6/18/2010","8/14/2011","R938COOP288","596COOP145","approved","366","542"
"Sears Holdings","BER","Retail Ad","3/25/2015","6/17/2016","R938PP261","827BER900","accepted","585","910"
"Best Buy.com","PP","Retail Ad 9D","6/5/2012","8/7/2013","R939BER623","379BER247","POP","425","953"
"Kohls","PP","9D @ $68","9/1/2010","9/5/2011","R93COOP225","816PP566","accepted","965","542"
"Synnex Canada","PP","Retail","7/12/2011","8/11/2012","R93PP581","100PP104","accepted","450","1281"
"Tiger Direct","PP","Description","3/26/2011","6/18/2012","R93PP584","554PP741","approved","632","1904"
"Ingram Micro","COOP","Retail","6/15/2014","8/12/2015","R940BER907","200COOP216","approved","596","421"
"QVC","PP","Retail Ad 9D","8/30/2013","9/20/2014","R940PP549","727PP161","accepted","391","950"
"Walmart.com","PP","9D @ $68","8/16/2012","9/13/2013","R942BER824","786PP847","running","812","553"
"HSN Direct International","BER","Retail Ad","4/9/2013","7/9/2014","R943BER458","941PP591","POP","478","769"
"Synnex Canada","PP","Description","4/26/2011","7/18/2012","R944BER295","621COOP678","archived","326","1144"
"AAFES","PP","9D @ $68","10/3/2010","10/6/2011","R944BER704","664BER458","POP","723","557"
"Kohls","PP","Description","12/20/2016","11/15/2017","R944BER724","976COOP446","accepted","225","132"
"Target.com","COOP","Retail Ad","9/11/2014","9/10/2015","R945COOP751","60PP77","POP","332","1161"
"Kohls","BER","9D @ $68","8/20/2016","9/15/2017","R946BER618","12BER395","running","454","923"
"Ingram Micro","PP","Description","6/16/2011","8/13/2012","R947COOP73","387COOP910","accepted","246","720"
"Sears Holdings","BER","Retail","11/29/2010","10/19/2011","R947COOP928","396BER163","POP","795","689"
"NEXCOM","PP","Retail Ad","6/30/2015","8/20/2016","R948COOP714","647PP618","POP","910","563"
"Target.com","COOP","Description","10/22/2013","10/16/2014","R949PP343","35COOP573","POP","368","876"
"Kohls","BER","9D @ $68","11/18/2014","10/14/2015","R951BER674","939COOP725","approved","871","1850"
"Tiger Direct","BER","9D @ $68","7/7/2012","8/8/2013","R952BER876","113PP248","approved","957","1847"
"Sears Holdings/Kmart","COOP","Retail Ad 9D","6/5/2016","8/7/2017","R952COOP677","387BER594","running","985","753"
"BJs Wholesale Club","COOP","Description","6/16/2012","8/13/2013","R952COOP872","208COOP980","POP","866","476"
"Amazon Canada","COOP","9D @ $68","8/3/2012","9/6/2013","R952PP41","834COOP934","rejected","220","1381"
"Best Buy.com","PP","Description","6/6/2014","8/8/2015","R953BER131","551BER980","running","359","1571"
"QVC","PP","Retail Ad","2/5/2011","6/7/2012","R953BER169","288BER952","POP","664","1631"
"Amazon","PP","Description","12/6/2014","11/8/2015","R953BER657","660COOP332","approved","710","605"
"NEXCOM","PP","Retail","12/26/2014","11/18/2015","R953COOP763","647BER321","accepted","734","1202"
"QVC","COOP","Retail","6/8/2013","8/9/2014","R955BER98","922COOP351","running","273","1259"
"Kohls","PP","Retail Ad","6/7/2014","8/8/2015","R955COOP702","383BER633","accepted","378","765"
"Amazon","BER","Retail","6/4/2015","8/7/2016","R955COOP969","668COOP259","approved","312","644"
"Sears Holdings","COOP","9D @ $68","2/31/2016","6/20/2017","R956BER245","10BER572","POP","604","1796"
"Ingram Micro","COOP","Retail Ad 9D","1/8/2015","5/9/2016","R956COOP31","299PP811","approved","535","1662"
"Walmart.com","COOP","9D @ $68","2/25/2013","6/17/2014","R956COOP493","162COOP927","approved","308","1520"
"Synnex Canada","COOP","Retail Ad 9D","8/12/2013","9/11/2014","R956PP257","779BER426","archived","338","701"
"Walmart.com","COOP","Retail Ad 9D","6/3/2016","8/6/2017","R956PP459","853PP887","archived","282","1573"
"PriceSmart","BER","Retail Ad 9D","9/20/2010","9/15/2011","R957COOP536","960BER334","accepted","389","1054"
"HSN Direct International","COOP","Retail Ad","11/28/2014","10/19/2015","R958BER173","36COOP976","POP","705","750"
"AAFES","PP","a","10/1/2015","10/23/2015","R959332","","approved","0","0"
"PriceSmart","COOP","9D @ $68","9/1/2010","9/5/2011","R959BER634","462COOP148","accepted","813","417"
"PriceSmart","BER","Retail Ad","9/2/2014","9/6/2015","R95COOP12","928BER149","accepted","844","1923"
"NEXCOM","COOP","Retail Ad 9D","3/24/2015","6/17/2016","R960PP343","532PP324","archived","852","212"
"Best Buy.com","PP","Retail Ad","3/5/2013","6/7/2014","R960PP710","410COOP166","archived","466","1012"
"Sears Holdings/Kmart","BER","Retail","3/10/2012","6/10/2013","R961BER853","555COOP816","approved","482","1039"
"Best Buy","COOP","Retail Ad 9D","4/30/2010","7/20/2011","R962COOP119","644COOP431","running","914","1678"
"Synnex Canada","COOP","Retail Ad","12/8/2010","11/9/2011","R963COOP250","494COOP894","approved","492","1444"
"Sears Holdings","BER","9D @ $68","4/16/2011","7/13/2012","R964COOP453","194PP448","running","902","1065"
"Bluestem Brands","PP","Description","12/1/2012","11/5/2013","R964COOP494","559BER939","approved","560","1750"
"Target.com","BER","Retail","6/25/2015","8/17/2016","R965BER720","587PP632","accepted","682","691"
"Amazon","BER","9D @ $68","12/30/2014","11/20/2015","R965PP534","517BER395","running","884","1104"
"BJs Wholesale Club","COOP","Retail Ad 9D","6/21/2013","8/15/2014","R968BER501","366PP597","accepted","394","1832"
"Amazon","PP","Retail","7/25/2011","8/17/2012","R968COOP311","765BER434","approved","502","1044"
"BJs Wholesale Club","PP","Retail Ad","11/31/2010","10/20/2011","R969PP790","771PP770","archived","770","282"
"PriceSmart","PP","9D @ $68","7/19/2016","8/14/2017","R96PP33","272BER987","running","401","1892"
"HSN Direct International","BER","Description","5/13/2011","7/11/2012","R970BER828","284COOP425","running","240","1414"
"Best Buy","COOP","Retail Ad","8/11/2016","9/10/2017","R970COOP709","321COOP886","archived","286","1169"
"Synnex Canada","COOP","Description","10/31/2010","10/20/2011","R970PP260","13PP989","accepted","362","104"
"Amazon Canada","PP","9D @ $68","5/8/2010","7/9/2011","R971COOP194","709COOP750","approved","350","1515"
"PriceSmart","COOP","Description","6/28/2013","8/19/2014","R971PP764","633PP445","accepted","698","1989"
"Frys Electronics","COOP","9D @ $68","11/14/2012","10/12/2013","R971PP871","683BER752","accepted","695","1756"
"NEXCOM","COOP","Retail","4/19/2013","7/14/2014","R972BER587","801COOP94","POP","592","1903"
"Target.com","PP","9D @ $68","11/15/2015","10/12/2016","R973COOP582","821COOP476","running","557","1021"
"HSN Direct International","BER","Retail","1/25/2012","5/17/2013","R974PP321","519COOP982","accepted","584","1866"
"PriceSmart","COOP","Retail","7/12/2016","8/11/2017","R975BER260","228BER167","approved","220","1655"
"Best Buy.com","BER","Description","7/2/2013","8/6/2014","R975COOP227","177COOP242","approved","819","134"
"Kohls","COOP","Description","2/10/2015","6/10/2016","R977BER59","843BER422","approved","630","1725"
"Ingram Micro","BER","Retail Ad 9D","1/26/2013","5/18/2014","R977COOP918","830BER687","POP","890","909"
"Sears Holdings","COOP","9D @ $68","8/16/2012","9/13/2013","R978BER261","669PP551","accepted","874","1579"
"AAFES","BER","Retail Ad","9/23/2015","9/16/2016","R979PP204","919BER197","POP","681","1261"
"Target.com","COOP","Retail","1/5/2012","5/7/2013","R979PP336","794COOP465","approved","760","1144"
"HSN Direct International","BER","Retail Ad 9D","3/26/2016","6/18/2017","R97BER512","126BER444","approved","642","1560"
"Synnex Canada","COOP","9D @ $68","1/31/2010","5/20/2011","R97BER584","218COOP461","accepted","949","1028"
"Sears Holdings/Kmart","PP","Description","9/5/2010","9/7/2011","R97BER625","663BER631","POP","488","406"
"Bluestem Brands","BER","9D @ $68","2/23/2011","6/16/2012","R97COOP31","480BER350","archived","870","1673"
"BJs Wholesale Club","BER","9D @ $68","8/10/2014","9/10/2015","R97COOP905","36BER341","accepted","623","1324"
"Kohls","PP","Retail Ad","5/8/2012","7/9/2013","R980PP164","334PP251","accepted","603","903"
"Best Buy.com","BER","Description","1/14/2014","5/12/2015","R982BER349","452PP391","running","403","1951"
"Amazon Canada","COOP","Retail Ad","8/15/2012","9/12/2013","R984PP661","907BER780","POP","771","1347"
"Target.com","BER","Retail Ad","7/8/2013","8/9/2014","R986PP877","580BER404","approved","724","1877"
"NEXCOM","COOP","Description","1/12/2014","5/11/2015","R987BER873","110COOP859","POP","818","1268"
"Best Buy.com","PP","Retail Ad","6/14/2014","8/12/2015","R988BER396","733BER615","accepted","834","533"
"Amazon","BER","Description","8/4/2012","9/7/2013","R988COOP584","789BER479","POP","818","1919"
"PriceSmart","COOP","Retail Ad 9D","3/25/2016","6/17/2017","R989COOP305","247COOP488","accepted","616","837"
"BJs Wholesale Club","BER","Description","10/17/2016","10/13/2017","R989PP404","705BER985","running","553","1503"
"PriceSmart","BER","Retail Ad 9D","8/4/2016","9/7/2017","R98BER87","816COOP730","running","665","403"
"NEXCOM","COOP","Retail Ad","5/7/2010","7/8/2011","R98COOP271","777PP42","approved","561","278"
"Kohls","COOP","Retail Ad","12/15/2012","11/12/2013","R98COOP699","76PP87","running","726","1653"
"Sears Holdings","BER","Description","3/18/2016","6/14/2017","R990BER163","287COOP249","approved","423","1072"
"Best Buy.com","COOP","Retail Ad","6/21/2013","8/15/2014","R990COOP93","260COOP251","approved","893","1560"
"BJs Wholesale Club","PP","9D @ $68","1/24/2015","5/17/2016","R990PP897","12COOP30","running","460","122"
"QVC","BER","Description","10/10/2016","10/10/2017","R992PP17","565BER942","accepted","327","1777"
"Amazon Canada","BER","Retail Ad 9D","5/2/2014","7/6/2015","R993BER764","146COOP358","approved","885","481"
"Synnex Canada","BER","9D @ $68","11/22/2014","10/16/2015","R993COOP370","210COOP29","running","493","1986"
"Kohls","PP","9D @ $68","6/2/2010","8/6/2011","R995COOP27","611COOP856","approved","745","1779"
"Best Buy.com","BER","Retail Ad 9D","1/24/2015","5/17/2016","R996BER89","349PP885","running","652","740"
"Tiger Direct","COOP","Retail Ad 9D","1/17/2011","5/13/2012","R996PP673","674COOP329","POP","779","1609"
"Kohls","BER","Retail Ad","10/6/2015","10/8/2016","R996PP827","491PP947","archived","332","685"
"Kohls","PP","Description","12/11/2016","11/10/2017","R997COOP45","897PP527","accepted","647","642"
"PriceSmart","BER","Retail Ad 9D","7/8/2015","8/9/2016","R998PP232","545COOP466","accepted","368","710"
"HSN Direct International","BER","9D @ $68","1/6/2011","5/8/2012","R999PP437","138PP819","archived","598","1923"
"PriceSmart","PP","Description","8/23/2010","9/16/2011","R99COOP12","68COOP24","running","496","757"
"QVC","PP","Description","2/2/2011","6/6/2012","R9BER53","276PP892","running","783","1843"
"AAFES","BER","a","10/1/2015","10/31/2015","RAAEBER151001-0#","","pending","0","0"
